U can see the smoke which pollute the surroundings garbages are burnt so that toxic chemicals are realesed in the air ,neg
Very bad condition,neg
Garbages are thrown here so that it creates land pollution u can see clearly,neg
More garbage,neg
This place is very unhygienic ,neg
Many people are dumping their garbage in the vacant area. This causes health issues. Government and even youngsters have to clean up. ,neg
All the people are dumping their garbage in the place. This have to be cleared by the government and even youngsters ,neg
Dumping these garbage will not allow plants to grow. It should be cleared by us .,neg
All the people are dumping their garbage in this locality. They also burn these garbage which causes toxic substances. ,neg
Bad smell occurs from it,neg
In these areas the cable wires are dangling. This causes shock. ,neg
All the wires are dangling this should be kept by electrical engineers. ,neg
The people are getting shork because of the wires which are keep on coming down. ,neg
The drainage system is not very good .during rainy season the drain water is coming out. Because of this the smells bad and disease are coming from it .,neg
These wires should be arranged correctly by electrical engineers. ,neg
Vadiamman Kovil Street is in bad condition and no steps have been taken to solve the problem.,neg
Lots and lots of drops if water is wasting without any use. The tap is broken. So please repair it. ,neg
"Despite the presence of a properly cleared dustbin, wastes are dumped both and in and out of the bin . Though we have enough space for composting, both of the wastes are mostly dumped out of the bin.",neg
The dustbin is not cleaned properly,neg
Garbage is dumped near a transformer,neg
The garbage is dumped outside of the dust bin,neg
There is a board that 'do not dump garbage here' but no one is following,neg
Garbages are disposed and bad smell can come so we want a dustbin,neg
It makes a very bad smell and disturbs the busy street,neg
"To solve the problem of water wastage in taps ,we can make a homemade aerator to prevent excess flow of water.",neg
It makes a vey bad smell at the very busy street,neg
We need a roadside dustbin,neg
It is making smell . It is polluting the land environment . Cows and dogs are eating this plastic or garbage,neg
Very stinky,neg
"This happen in 11.05pm at night, the trees and calble wirs have burnt so that so much of carbon dioxide mixed with the oxygen. This causes air pollution in tje locality",neg
Can’t walk,neg
"In this area the problem is that the servants who clean thier houses put the waste and materials they use to clean here, this makes the citizens unable to walk on the road.",neg
"Water ???? wasted because of water leakage of a fresh water ???? carrying  pipe please fix it as soon as possible.
It is near korattur lakes .
",neg
"Bad roads 
",neg
Garbage dump must be cleared .,neg
Broke it nicely so no water goes in it stupids.,neg
These rocks are disturbing many of us..please take action,neg
Where are the holes inside the rain water harvesting?,neg
Many are dumping garbage here..please take action,neg
There is a pothole,neg
There is a pothole and it may cause accidents,neg
Waste thrown outside bin. The entire footpath is blocked with Garbage,neg
It's stinking. It's there from a long time. Not put in dustbin,neg
It's broken and at night it's dangerous for people to travel.,neg
In night it is not seen that here one open drainage is there,neg
Garbages being dumped on the roadside .To be cleared immediately.,neg
Overflowing of garbage which dusturbs the people passing around as they are not able to pass by since garbage is blocking the way,neg
Excess of garbage Along with current box near sometimes something may occur,neg
One part of kovalam beach,neg
There is a pot hole,neg
There is a pothole,neg
Very stinky,neg
The garbage is taken out from the drain. This is so stinky and the drain is open.,neg
It is a rain water harvesting not a dustbin.,neg
"Please close the tap tight. Please do this help
Dont waste water. Dont cut trees . If you cut then we wont get water",neg
Pothole in the middle of the roaf,neg
"Parks Are Not Maintained properly... In each corner it plastic bags,Plastic weafer only...",neg
"There is a huge vacant land right opposite to our house.
Peoples often throw garbage and use this land as public toilet.
Because of them we meet the mosquitoes.
Pls give us a solution..",neg
"The streetlights are the only way of light in 'Amavasya'. 
Those streetlights are not proper. 
Then many accidents can happen.",neg
"We wasted water a lot. So, now see we are nit getting water.",neg
Garbages are dumped,neg
Streetlights  Are Not Maintained  Properly... This Streetlight Is Not Working  For 1 year ...,neg
Try to complain about the issue or we will try solve the problem,neg
Storm drain is not maintained for the past  2 years so much much of leaves and other waste things are collected in it we request you to clean as soon as possible since monsoon arriving,neg
Water taps that are not repaired are continuously leaking and water gets wasted a lot. The water seems to get over in the main tank often. ,neg
It has been parked since a week in this place,neg
Waste should be cleared,neg
It should be cleared,neg
It is been dumped since a month,neg
The place is not been cleaned for a long period of time and it smells so bad ,neg
Garbages should be cleared and the uneven surface of the road should be repaired,neg
This is a open sewage and this as plenty of plastic and other waste items pls clean it .,neg
The car is parked in the speed breaker .so pls tell the police to take charge of this car,neg
The road is uneven It should be repaired,neg
These are garbage which are dumped near the transformer so pls clean it,neg
The waste bricks should be cleared,neg
"Parking on footpath.Action should taken
",neg
It should be restricted,neg
Bad smell in the street.,neg
The government is building many flyovers in the city . Because of this so much traffic is occurring. For eg : The traffic in Koyambedu.,neg
"Though there is a dustbin, people are throwing garbage on the floor",neg
People throw waste in the vacant lot,neg
Roadside dustbin to be cleared,neg
To clean spreaded out the dustbin,neg
People throw their garbage in this huge place and it is still happening. Due to this the mosquito attack is increasing,neg
Please Everyone  Stop Water Leakage.....  Now Difficult Without  Water... So Guys Please Save Water Each Drop Of Water Is Very Essential ????????????,neg
It is a great nuisance,neg
Stinks a lot there are disease causing organisms coming out of it,neg
Causing lots of disturbance to people and fighting against them,neg
There is huge pothole which is open.I would like the authorities concerned to take action regarding this issue,neg
Roadside bins are full so that there isn't another bin for use so pls put a garbage bin or roadside bin,neg
People defacating in open area it stinks a lot,neg
Deforestation near our school,neg
Lots of garbage are thrown away. The garbage bin is full. Nobody came to the collect the garbage for 2 days.,neg
Animals are been forced to eat it,neg
Mosquitoes bread on it,neg
"There is a big manhole in the side of the road,.There is also no barrier kept which stops somebody from going into it without their knowledge.If anybody by mistake steps into it,he is done.",neg
Garbages are put in a lot so that they contaminated the soil causing noise pollution which is harmful to humans so pls clean this area,neg
Animals falls in it,neg
The roadside bin is full so that the people here start putting garbages in a vacant lot near it,neg
Suspension of vehicles go waste,neg
Some people are putting waste near the bin so that it makes as a habit so pls put a bin in this area,neg
The bin was already broken replace it with a new so we can benefit,neg
Plants are burnt and kept in roadside bin pls put another bin for use,neg
The garbage is thrown in this place. So this place is so stinky. It blocks the way and nobody can walk in this place. So please clear it.,neg
Near a fancy store,neg
This is an open place which has become a mini dumpyard,neg
The iron net around the tree should be taken out after the growth of the tree by the corporation. It will affect the growth of the tree. The number of trees are decreasing continuously. Please take it,neg
Clean this waste please it is a public place.,neg
Garbage dumped on the side of the road,neg
The drainage is in the open condition. It will affect the people around it with several diseases. The mosquitos will lay eggs in it which increases the mosquitos in that area. So please close it.,neg
This is sight near my house. The garbage around the dustbin is more than the garbage which is in the dustbin.the garbage vans comes daily but it is still dirty.the corporation should take measures.,neg
Please fix it,neg
Please clean ???? it,neg
A transformer post is placed in the middle of the road. Heavy vehicles can't travel by this way and it will be a disturbance even for other riders. So suggest any solution for this.,neg
"The garbage in this area pollutes the land
which leads to land pollution. The stinky smell also leads to air pollution.",neg
The people are dumping the waste things and garbage in the vacant land which leads to land degradation. The plastic covers which are thrown in the land will not decompose. So please avoid it.,neg
All the wires are dangling in the road. It is blocking the way some people are getting heart in this. ,neg
There are many people in this world who park their vehicles in the wrong place instead of the parking lot,neg
Garbages are dumped,neg
Dumping garbage on the roadside,neg
Pothole is there,neg
Garbage is there and bad smell,neg
Bad smell is coming,neg
This is a picture of a black spot in another city but there are lot of black spot s even in our city,neg
Help,neg
Help,neg
Please clean this cow will eat and die.,neg
"Clean this waste ,it is scattered over the land.",neg
Garbage and wastes are dumped into vacant land. We can arrange to clean it up and save the rain water in that place as there is water scarcity in chennai,neg
OMG smelly,neg
Gosh what a road,neg
Pipes are broken,neg
What to do,neg
Bad maintenance,neg
"In muthaia street(teynampet) corner there are 2 dustbins which are overflown all the time and the corporation cleaners clean it only ones or twice a week and this is unhealthy, and  unhygienic.",neg
Repair. This please,neg
Firing of garbages,neg
Clear this,neg
"People dump garbage in vacant land in my area.it's difficult to trace who is doing this as we don't know when they do this. Dogs have increased, Kids are unable to play.The green is loosing it's charm",neg
There are holes in it,neg
Help,neg
"The problem is that the people near this pot hole has not taken any step to close ith using sand or cement, they use it as a dustbin.",neg
Bad maintenance of manhole ???? ,neg
There is a open hole in the road. It is very dangerous,neg
Pothole on road,neg
Garbage dumped by people,neg
Throwing stones in public places,neg
Garbage burning inside compound wall. Causes extreme air pollution in an already traffic heavy junction.,neg
In our area the water is comeing only for half an hour. So we get less amount of water. So please give water for 1hour.,neg
Throwing plastic in garden which is covered by fence . This very harmful for plants,neg
"This street light is not working for more week . So in night child cannot  To go to their house so many accident is happened
",neg
Because of this construction drainage is open . So bad smell is caused . Many mosquito is formed .,neg
There is a lot of dog it barks at every one .,neg
"There is a hole in the garbage bin and all the 
waste had come out of it.",neg
There is a drainage open which gives home to cockroaches and other insects shelter. This is dangerous because there is a school near the drainage .please cute this,neg
Always overflowing,neg
Fence for garbages how funny,neg
Very bad,neg
Accidents can occur,neg
Bad too,neg
"Garbage lying in the street
",neg
Very smelly,neg
Waste water,neg
Smelly,neg
Bad humans,neg
Many more garbage,neg
Garbage is lying outside the dustbin,neg
Alot of iron,neg
The garbage in this area is stinky and polluting the environment. There are flies around it which causes diseases,neg
"Cars for parked in streets so in afternoon they  get
 traffic jam",neg
Garbage shouldn't be here,neg
Milk out ,neg
Under the car too,neg
The animals are eating the overflow of garbage,neg
Garbage!!!!!!!,neg
It should be more  high,neg
Overflow of sewage leads to several problems...We are not able to stand in that place as it stinks a lot... It is difficult to walk on such roads...and also it leads to multiplication of mosquitoes...,neg
"Play ground associated with goodwill apartments residents welfare association needs attention, as the locals dump garbage in the play area.",neg
Tree guards dumped inside mugappair park.,neg
There are many garnages,neg
There are many garbages disposed,neg
Construction waste and plastics dumped in empty land.this needs to be cleared and stopped.,neg
Please clear the waste it was there for 2 to 3 yrs,neg
The garbage is not cleaned properly,neg
This is a private owned land and people throw garbage here as there are no garbage cans near by. Due to this is place has a nasty smell,neg
In our area the garbage are dumped in black spot. So that people get affected from dengue and malaria etc.,neg
The dust bin is broken and not yet repaired,neg
Mannerless people throwing inspite of asking them not to throw,neg
It’s lying for past2 month,neg
The sweeper in our area is not cleaning well,neg
The street light is broken and not repaired yet,neg
It’s lying here for past 4 days it stinks and mosquitoes breed on it,neg
"Garbage is dumped.we need to separate garbage and dispose them properly
",neg
Look at the colour of the road full of dirt. Also this area is situated close to the CHENNAI PUBLIC SCHOOL. And it is very difficult for vehicles to use this road,neg
This is a private land and as there is no garbage cans here people throw a lot of waste here and also this is a very big land,neg
"This is a huge area and alot of plastic covers ,waste etc. Are thrown here .",neg
Can’t walk ,neg
This place is close to a slum area and a lot of waste is thrown here. Also there is  alot of mosquito problem in this area,neg
Getting choking sensation,neg
Don't litter the road,neg
Please clean area the people who are living near this place are suffering by the place were it is stiging,neg
This was once an apartment place but  sold this for new apartment . they started demolishing the apartment few months ago .there were heaps of bricks and people used to put their garbage there.,neg
"Garbage are spread .many mosquitos are breeding.when we walk in that road ,it has A very bad smell",neg
We are getting water in this colour,neg
Roadside dustbin,neg
Many garbages are there,neg
Garbage Dump,neg
Garbage dumped in a vacant land,neg
Garbage has been dumped in a park.It was not cleaned yet. It has to be cleaned by corporation,neg
Please clean it,neg
Need to clear the car and the garbage,neg
There is a lot of garbage on the streets and a lot of smell.,neg
Near my home some garbage has been dumped. No one has took action to clean it. It has to be cleaned .,neg
"Unfinished  speed breakerand because of unclosed drinage dengu ,malaria mosqutos are more
Corrparation should take action on it.",neg
Garbages should not be dumped but they are dumping so pls put a roadside bin,neg
Air pollution is more . Reduce the use of vehicles .,neg
Garbages are dumped so that it stinks ,neg
Plant wastes are dumped here making a good environment bad,neg
Wastes are put every where as they want pls put a roadside bin ,neg
Garbage overflowing in the bins but not cleared up,neg
Holes in the middle of the road,neg
"It is another problem...Sticking  bills and posters .it in not nice to see and sticking in electronic box is horrible...
",neg
There are many plastics bumped in the land,neg
Thdarbage is dumped. Nobody came to collect the garbage for 3 days.,neg
Garbage should be cleared in vacount areas,neg
It has been closed but now it is very dangerous ,neg
Full land of garbage,neg
"In our street one streetlight is not burning so ple
ase solve the problem our street is kannadhasan salai mogappair east Chennai 37",neg
Potholes near my house makes a hell of a noise when vehicles pass over it . It also causes backpain and other bone related disorders. It was caused due to the storm of 2017 and it's still not fixed.,neg
Garbge near the electric  post  which is dangerous ,neg
July 15 2019 Is Raining. The Water Stays in Plastic Cover And That invites Mosquitoes.,neg
The road near my house is flooding,neg
Full of garbage,neg
Wrong  parking,neg
For past two days street lights were off.,neg
Lots of garbage is thrown.,neg
Lots of garbage.,neg
The roadside dustbin is not cleared. It is so stinky. The garbage is thrown.,neg
Where can the water goes.,neg
The bin is full. Nobody came to collect the garbage for 3 days.,neg
No good roads,neg
Stop wasting water in home,neg
Please clear those dirty pot holes,neg
"Stagnation of water in street


",neg
"There is many stone lying in the streets
",neg
Please fix it,neg
Leaking of water,neg
The tree which is fallen had create road blocks through which people cant pass through....so i request the authority to clean it,neg
Damage of Stormwater Gutter Guard on the roadside. To be repaired as soon as possible to prevent accidents.,neg
Full Garbage,neg
Garbages are dumped in a plot,neg
The car has parked in the speed breaker,neg
Plastic are thrown in public places,neg
"Using more electricity
",neg
The road is damaged and people are not able to walk,neg
Waterlogging and garbage is contaminating the land therefore causing many diseases,neg
Plastics are thrown in open places,neg
Please fix it,neg
This garbage dump has not been cleared for many days. The garbage has overflowed from the bin.,neg
Sewage system is full of plastic garbage,neg
These are the roads that are damaged due to rain.the water stays on the road because there is no rain water harvesting holes.due to this traffic and accident is created.so these roads should repaired.,neg
This open drainage is very dangerous to children were playing on the road if I had fallen into it on time but not into it almost inside it's very danger and it's in the school zone and should be cure,neg
When water stays on the roads no one can drive the vechile.as I was going in cycle in rain I couldn't drive the cycle. The water depth was 1 ft depth.so rain water harvesting holes must be fixex,neg
"Water must be consumed judiciously and not wasted.
Water from taps are not closed properly and hence leakage is caused. The rain water also does not seep in soil as there is only cement platforms. 
",neg
Garbages are dumped so that it stinks as it becomes more they put around bin so pls put a another bin,neg
There are many vehicles parking in the foot path,neg
Garbage dumped in large amounts,neg
We want another bin for use so that we don't pollute the environment and save ourselves ,neg
"The problem is that the people who are working near the construction park the vehicles which bring materials, this blocks the road and disturbs the people who are travelling in vehicle.",neg
Many people throw theirgarbage near our school and at many place this happens and take action on this,neg
Thers is no steps to save the water,neg
Garbages are there,neg
Garbage is there,neg
Garbage is disposed,neg
There are numerous numbers of insects breeding on it,neg
Waste things are disposed,neg
"It’s staginates for past 2 days, the main reason is that 
The road is a bit steep",neg
Firing of plants,neg
Som garbages are there,neg
Garbage,neg
"The problem is that the garbage cleaners put the garbage waste here and they go, because of this people get disturbed and the cannot walk properly in pedestian path.",neg
All the people are throwing garbage in the land,neg
There are many potholes in my area. They need to be repaired immediately.,neg
Very nasty area.,neg
"Auto rickshaw repairs in the road and cars alsol
",neg
"Our street dustbin is placed in the middle of the street . So everyone are too lazy to come and put in the dustbin so they are putting it on the road itself. It is also not cleared away  properly
",neg
Big hole pls repair it,neg
Please clear roadside dust bins,neg
They do not recycle  the garbages,neg
There are lots of roadside garbage which are not cleand at all in my locality,neg
Footpath damaged.  Open to main sewer.,neg
"In our area ,the wires are dangled and electricity is not coming properly",neg
 We collected some garbage lying on the roads,neg
"This road junction is used by  college and schools children, just for small rain yesterday there is water logging. Kids are finding difficult 
",neg
"There is  plastic bags lying in the walking area
",neg
"Garbages are thrown in street sides
",neg
Plastics are dumped in road sides,neg
"The problem is that the construction people keep thier construction materials thereby and go, this disturbs the citizens who are waking in pedestian path.",neg
The garbage is dumped in a vacant land's pit which is dug for a boar well,neg
Dustbins should be installed on all roads and should be maintained ,neg
"Near my house, some cars have been parked in line which is not a legal parking area. People are going restroom in these places which makes my neighbour hood unhygiene. I want the problem to be solved",neg
All are throwing waste near the dustbin and not putting the waste in the dustbin,neg
Garbage on road side should be cleared,neg
We want another bin because all three bins are full and no is collecting it so people are putting it beside,neg
Garbages should NBC collect ed daily by gcc so that the area will be clean u can see there is over flowing of garbages ,neg
These wires are too dangerous when it is hanging on to roads.it may also cause accident.whrn it rains the current from wire cause shock to people.so these wires should be maintained properly.........,neg
Roadside bin is not there in this. Road so that people was carelessly put garbages by the roadside and pls put a bin,neg
Garbages put in bin are not collected and the cattles grazing here are eating the food inside it so pls collect the garbages in the bin and put a new bin for use,neg
Residents here are putting garbage putsisde the bin as the bin was uncollected for several months so pls collect waste and put a new bin,neg
Garbage not in its place,neg
Roadside bin fully loaded with waste so pls clean the waste as soon as possible because cows are eating food and put a new bin for use,neg
Not in its place,neg
How can the auto move??,neg
"Roadside bin is required here as they are putting garbage outside so pls collect the garbage in this place
",neg
Our environment????????,neg
Bin must to be cleaned as it is fully dumped at here are garbages outside it also so that pls collect waste and put new bin,neg
This causes soil pollution,neg
From house there is food waste put down on the road we should make the rules tight and should put a roadside bin,neg
Garbage are put around the bin because  the bin is full and uncollected by gcc so pls put a new bin,neg
Alot of them here as well,neg
It's a mini dumpyard,neg
Dustbins on road side should be regularly be collected,neg
Plants are cut are put near bin so that they show how lazy so pls put more bins,neg
Opposite to my house there is a transform so people are throwing garbage under the transform and the cats rats dogs are coming to our house so please take action and solve this problem,neg
It is very stinky. Many mosquitoes are breeding.,neg
Water taps are leaking because they are like this when they fixed the tap so pls do something so that we will benefit,neg
Garbages are there,neg
Water from taps are leaking as they are left carelessly because of it 500ltrs of water is wasted,neg
"Many people are turning in wrongly in wrong route. they even dashed my car when an sudden turn, many accidents are occuring.so please take care.thank you.",neg
Garbages are there,neg
Clear this,neg
Guindy,neg
Dry leaves are therr,neg
"Plastic objects are littered near my home. It has to be cle
aned",neg
Dav,neg
Road is not proper,neg
Many garbage are dumped near my friend' s home.it has to be cleaned,neg
Many cups are thrown near my home.,neg
This is a consistent spot where garbage is dumped,neg
"One sliper is missed 
 ",neg
"Please save the precious water. In an apartment in Mowliwakkam, Chennai the residents saved 1000 litres of water.",neg
The main issue for the people riding vehicles is the potholes especially in the middle of the road...this pothole is also one of the same type...no actions still taken...,neg
It is dumped near my friend's house,neg
This manhole is extended from one end of the road to the other end of the road...many people have complained but no action still taken...many accidents have happened because of this manhole...,neg
When it rains in our area the wats er is staged.because of the road .Please make the road proper.,neg
Whenever there is rain this area becomes like a swimming pool...water splashes.... people get dirty...walls of houses become dirty...no action still taken...,neg
This road is the worst road I have ever seen...this road is fully damaged...a new road should be laied on ...people find very difficult to travel from this road...pls take some actions...,neg
Do not waste water as it is so important for us. Please close the tap after use.,neg
Please clean ???? it,neg
Some garbage is thrown here for the past one month...most of the stray dogs come here and urinate here...while passing this road a bad smell comes from the garbage...pls take action..,neg
Garbage found nearby home,neg
These are dumped near home,neg
Manhole is at a higher level than the road. Stormwater is not getting drained because of this poor design.,neg
Drainage water clogged near roadside causing disturbance... Children cannot play freely.this needs to be cleared,neg
Garbage is dumped nearby my home,neg
Garbage is dumped nearby my home.,neg
The alto car is parked is parked in the area of no parking and leads to traffic jams .......The car owner should be severely punished and should be given a sum of fine for the non parking users ,neg
It is difficult in night. Afraid of thief,neg
People are always dumping excess waste near the bins. To avoid this we need collection of door to door garbage.,neg
This footpath is badly damaged. It has to be replaced by New tiles,neg
This footpath needs to be replaced by New tiles,neg
This pothole is a disturbence.,neg
Our street lights are broken.,neg
Help to clear garbage . It smells so stinky,neg
Help to clear garbage.,neg
Garbage are dumped on roadside in our area. It is very harmful to the people. So please kindly take steps to clear it.,neg
Help,neg
Dumps are not cleared,neg
Lots of garbage.,neg
Almost all the water lorries in Chennai have water leaking from under them. This should be stopped.,neg
Filled dustbin.,neg
There is a garbage dump in this location.it is stinking and could be able to spread disease .,neg
School going road dumped with black sand ,neg
Might create a accident,neg
There is a garbage dump not cleared in Anna nagar tower Park. This can cause many problems like spread of disease.,neg
It fell down while driving two wheeler,neg
Lots of garbage.,neg
Near my house all the people are throwing the garbage out of the dustbin and it is very difficult to collect the garbage persons . It is very hard that the people have a big work colectin the garbage.,neg
"Garbage

",neg
This tubelight is not working. It has to be repaired,neg
Garbage,neg
Potholes,neg
Garbage is dumped nearby my home. It has to be cleaned,neg
There is a garbage dump in the sewage passage so the rain water gets staggered  on the road,neg
There is a government tap in my location which provides water to the near by locality people.this is leaking for nearly one month.,neg
"Koyembedu
",neg
There is a garbage dump not cleared in Anna nagar.,neg
There is a garbage dump not cleared in Anna nagar,neg
There are some cars parked on the footpath. ,neg
There is a leaking sewage in my location,neg
Over crowd at Kancheepuram Athi Varadar temple.So please make some arrangements.regards DAV boys school Mogappair.,neg
There is big pothole in Anna nagar roundanna.,neg
There is traffic problem in my location. This is causing air pollution.,neg
Last night rain water still lying in road,neg
Please try to clear it.i will try my best to clear it,neg
The garbage dumping in our area has got increased but not decreased .I have already reported a issue about this but no action has not been took .the cows are eating the plastic and a cow died.,neg
No streets light ,neg
It is hotel where customers are not closing the tap,neg
"Garbage truck is not coming because of it dengue and malaria disease separate to adults, children and young people make place in street like this happening in make place",neg
If there is no vehicle on road there will be no traffic,neg
Clear,neg
Koyembedu,neg
This leads to scarcity of water by plastic dumped in lakes,neg
Garbage dumped in an open Land,neg
"Water was logging on the street.
We found it difficult to walk.",neg
Over flowing and damaged garbage bin attracts lots of flies,neg
Drainage problem,neg
"Our neighbours  are not allowing us to park our car  in our street.
       By:s.priyanka6e


",neg
"Garbage
",neg
There is leakage from broken sewage lines near the  D. A. V Girls Senior Secondary school Mogappair which has to be fixed.,neg
"Dustbins were not cleared off at regular intervals and there by causing mess off garbage spilled off, making it more polluted",neg
This it a very pig pothole...I accept that it is not too deep but u can see the lines of the tyres of the cars and bikes..one accident just happened in front of me...pls take some severe action,neg
We can see there are garbage in an empty spot .even    I insisted people but some of the people didn't listen to that and puts one time use plastics in there,neg
People dump a lot of garbage here. The Buckingham canal has turned into a sewer providing homes for various harmful bacteria. It is not a hygrnic place for people to live.,neg
No street light in roads .,neg
This manhole is the worst I have ever seen...it is located in the middle of the road and has caused many accidents..I have also fell once in this pothole...no action still taken...,neg
Garbage dumped in vacant lot,neg
OMG! Cows are eating the plastic.,neg
Waste is spread over the roads.,neg
People are getting backpain because of this.,neg
This is the worst issue in my area..the sewage lines have been cut and the garbage is also thrown in the sewage line...good house for the stray dogs also..strict action should be taken...,neg
The car is parked in wrong place. ,neg
This is the worst manhole especially for the people who will ride bike or scooters from here..they almost fall down...water also gets logged here many times..action should be taken..,neg
This the photo of the manhole ???? of my locality.this makes many accidents happen here .please fix it as soon as possible.,neg
This the photo of my locality.this photo was 2 weeks before and situations continues .please fix it as soon as possible.,neg
"This is the photo of my locality.this is the manhole ???? in a turning of a road .which is a very crucial part of the road ,so please fix it as soon as possible.",neg
This the photo was taken in my locality a few weeks ago. This is the most worst problem because most vehicles wheels gets struck,neg
Garbage dumped in black spot,neg
This is the photo taken very recently. There is only little bit but it really stinks ????.so please clean ???? it as soon as possible .,neg
This is the photo taken by me .which is very very dangerous for riders of bike ???? and ????.few weeks ago a bus ???? wheel got struck in this hole ???? .so please fix it as soon as possible.,neg
In our area there's a huge amount of garbage dump due to this there's a stinky smell and we are facing huge problems the cows are eating  plastics please take possible action ,neg
This is the photo taken in my locality .In front of the Petrol ⛽️ bunk . So please fix it as soon as possible.,neg
Garbage ???? has been dumbed in a vacant land.it really stinks ????.so please clean ???? it as soon as possible.,neg
Manholes are open,neg
It cause bad smell and diseases. It is difficult to walk on the road. ,neg
the garbage in our areas dumped and it is very difficult for people to cross the way it is very it is getting stinky smell please take the necessary action,neg
"In our area  the street lights not working so that  many robbery is  happening  so please take measures to repair the streetlights many people are suffering due to un maintenance of street lights
",neg
the electric pole is fallen down and not due to this there are often current breaking and people are getting suffering  repair this as soon as possible please take the required actions,neg
A clinic named Sadayush Care and Cure is facing problems due to garbage thrown next to the compound wall. Many patients reported gastrointestinal problems due to a lot of houseflies.,neg
A clinic named Sadayush Care and Cure is facing problems due to garbage thrown next to its compound wall infecting patients who have reported gastrointestinal problems due to houseflies.,neg
Dranige system is not proper in Mogappair west ,neg
The garbages are dumping out and the animals are eating ,neg
This very big patholes,neg
Garbages are dumping it off the bin,neg
There is collected garbage kept In front of a house. This could cause many problems. ,neg
There is a garbage dump in vacant land in the Eb office Anna nagar ,neg
There is a broken foot parth near santhosh super market. This is causing many problems like logging water when it rains,neg
There is the electricity cable lying on the footpath. This should be prevented. This can cause many problems. ,neg
During rainy time its very difficult to travel,neg
Manhole in the center of the road.  Makes it dangerous when rain water fills in it.,neg
There is a garbage dump not cleared in my location ,neg
Clogging of road. ,neg
There is a garbage dump in vacant land in my location ,neg
Garnage lying near public road,neg
This manhole is open and left out far many years,neg
This waterlogged road is very difficult for crossing for the people,neg
Lots of garbage. ,neg
Potholes. ,neg
There is a transformer near this waterlogged place and it is highly risky to cross this area and many crows die and fall on the road due to this,neg
Many mosquitoes are breeding. It is very stinky.,neg
Due to this mess in our area... Lot  of people r suffering from disease....,neg
Cutting the trees.,neg
"Water logging in potholes
",neg
Garbage dump,neg
Final checkup,neg
"Due to rain showers, just showers cause stagnation of water in our local. These waterlogging causes  lots of problems. Breeding of mosquitoes are massively spreading.",neg
Water pooling,neg
Many storns trown in the school  foot path,neg
Wrong parking in the school foot path,neg
Rain water is wasted and this makes mosquito breed,neg
They are putting garbage in open land which gives bad odour some are putting the boxes of food waste please report this case,neg
There is a garbage dump near THADHANKUPPAM  which is over flowing and has hole in it the people living in that area are suffering from bad smell.,neg
There is a pothole,neg
Garages are there,neg
Sewage is not cleared,neg
The problem is that people living near the vaccant land throw the garbage waste over here and make the place dirty. This has to be stopped by putting a dust bin nearby.,neg
Garbages are there,neg
Garbage is there,neg
The problem is that people dump the garbage in nearby vaccant land and go off. This becomes a daily work to take the garbage in vaccant land by the garbage cleaners.,neg
Black spot is there,neg
"Thermocol disposed in vacant land.it is a polluting material.please clear this
",neg
Garbage is there,neg
Garbage dump,neg
Huge garbage dump in 8th cross btm first satge,neg
Garbage dump and construction debris,neg
Mixed waste dump,neg
Garbage dump,neg
Open drainage,neg
"Gutter guard is broken. It should be replaced   
as soon as possible to prevent accidents.",neg
This footpath needs to be repaired. It is badly damaged ,neg
Garbage is dumped near my house. It has to be cleaned ,neg
This tubelight is not working. It has to be repaired or removed ,neg
Traffic police should be humble and they should not be corrupted,neg
Creating of roadside dustbin,neg
Coconut leaves on the cable wire  line,neg
How would u feel when a accident occurs near u or a accident happens with u ???this is the reason????????I..if we repair this then the negative thought will never come..,neg
In a place near my house the garbage is not yet cleaned,neg
Take a very close look towards this picture...don't u fell like informing to the government???we have to because this has caused many accidents..till now no serious action is taken...,neg
Garbage burning near railway line,neg
Garbage is not in its place,neg
"Garbage and other unwanted things r thrown and dumped in the vacant land which causes dieases and harmful things....It produces bad smell and misquotes will spread diseases.....
",neg
This area is very dirty,neg
Garbage is dumped near my house.It has to be cleaned ,neg
Dumped right outside houses..ruins the beauty,neg
Manholes are not closed,neg
I was playing and I saw garbage dumped in an area. Mosquitoes were breeding and it was stinking and unhygienic. It was infectious and was looking ugly.,neg
This is a broken slide which was not fixed after floods. Lots of kids may get hurt by this.,neg
I was shocked to see this hole which was due to the bore work. This had been not treated for a long time. This hole was very deep and rain water was filled in it. This gave way for mosquito breeding .,neg
This is garbage thrown on roads ver y tuff to cross road.,neg
This water is due to the bore work. These cans filled with water was kept open in nights and it   was dangerous because mosquitoes could breed and small animals can drown in it. Roads were blocked.,neg
Garbage bags are thrown here..,neg
Garbage bags are thrown here.,neg
There is no foot path and it is hard for people to walk.,neg
Garbage bags are thrown here  .,neg
Near road a water leak,neg
"This was due to digging and this was left untreated. Rain water was filled and plastics were dumped in it. More dust was dumped and it was contaminated, unhygienic, infectious  and mosquito breeding. ",neg
"People use to pee beside the dustbins in the street corner and this is unhygienic, unhealthy, infectious, mosquitoes could breed and it would stink. This also looks awkward for the people who see this",neg
Footpaths are damaged badly.It has to be repaired or removed ,neg
No collection of garbage and the bins are overflowing,neg
Rain water in path holes led to mosquito breeding and his led to dengue and malaria,neg
Wrong parking makes accidents to people.If the public do wrong parking the traffic will be too much.,neg
Garbage dumped opp. to Tristar residency near nolumbur V-7 police station mogappair . Kindly clear them all.,neg
